Victim_age,Victim_gender,Victim_race,Date ,County,Agency_responsible_death,Cause_death
38,Male,Hispanic,21/02/2014,Santa Clara,San Jose State University Police,Gunshot
70,Male,Unknown race,20/02/2014,Glacier,Glacier County Sheriff's Department,Gunshot
37,Male,White,18/02/2014,Gregg,"Gregg County Sheriff's Office, Kilgore Police Department",Gunshot
60,Male,Black,18/02/2014,Alameda,Alameda County Sheriff's Office,Gunshot
42,Male,Hispanic,18/02/2014,San Diego,U.S. Border Patrol,Gunshot
17,Male,Black,17/02/2014,Harris,Houston Police Department,Gunshot
44,Male,White,17/02/2014,Lake,Hammond Police Department,Gunshot
34,Male,White,16/02/2014,Snohomish,Snohomish County Multi-Agency Response Team,Gunshot
47,Male,Unknown race,16/02/2014,Orange,Orange County Sheriff's Office,Gunshot
47,Female,Black,16/02/2014,Bastrop,Bastrop County Sheriff's Office,Gunshot
31,Male,Black,16/02/2014,Orleans,New Orleans Police Department,Gunshot
18,Male,White,15/02/2014,Butler,Hamilton Police Department,Gunshot
22,Male,Black,15/02/2014,Baltimore City,Baltimore Police Department,Gunshot
45,Male,White,15/02/2014,Cayuga,Auburn Police Department,Gunshot
44,Male,Hispanic,15/02/2014,Cleveland,Moore Police Department,Pepper Spray
17,Male,White,14/02/2014,Bartow,Euharlee Police Department,Gunshot
20,Male,Black,14/02/2014,Clark,Bureau of Land Management,Gunshot
21,Male,Hispanic,13/02/2014,Maricopa,Phoenix Police Department,Gunshot
48,Male,White,13/02/2014,Lewis,Centralia Police Department,Gunshot
35,Male,Hispanic,13/02/2014,Los Angeles,Los Angeles County Sheriff's Department,Gunshot
27,Male,Black,2014-12-02 00:00:00,St. Louis,St. Louis Metropolitan Police Department,Gunshot
32,Male,White,2014-12-02 00:00:00,Dunn,Eau Claire S.W.A.T,Gunshot
23,Male,White,2014-11-02 00:00:00,Spokane,Spokane County Sheriff's Office,Gunshot
52,Female,White,2014-11-02 00:00:00,Davidson,Metropolitan Nashville Police Department,Gunshot
16,Male,Black,2014-10-02 00:00:00,Cook,Cook County Sheriff's Office,Gunshot
23,Male,Hispanic,2014-10-02 00:00:00,Orange,Tustin Police Department,Gunshot
21,Male,Black,2014-10-02 00:00:00,Nassau,Nassau County Sheriff's Office,Gunshot
68,Male,Black,2014-10-02 00:00:00,Edgefield,North Augusta Department of Public Safety,Gunshot
Unknown,Male,Unknown race,2014-10-02 00:00:00,Nassau,Nassau County Sheriff's Office,Gunshot
20,Male,Black,2014-10-02 00:00:00,Harris,University of Texas Police Department,Gunshot
45,Male,Black,2014-09-02 00:00:00,San Joaquin,Stockton Police Department,Gunshot
27,Male,Black,2014-07-02 00:00:00,Lincoln,Lincoln Parish Sheriff's Office,Gunshot
36,Female,White,2014-07-02 00:00:00,Hennepin,Chaska Police Department/Minnesota State Patrol/Carver County sheriff's office,Gunshot
36,Male,White,2014-07-02 00:00:00,Hennepin,Chaska Police Department/Minnesota State Patrol/Carver County sheriff's office,Gunshot
42,Male,White,2014-07-02 00:00:00,Kalamazoo,Kalamazoo Department of Public Safety,Gunshot
49,Male,White,2014-07-02 00:00:00,Waller,Brookshire Police Department,Gunshot
43,Male,White,2014-06-02 00:00:00,Maricopa,Glendale Police Department,Gunshot
25,Male,Black,2014-05-02 00:00:00,Wicomico,Maryland State Police,Gunshot
51,Male,Unknown race,2014-05-02 00:00:00,Taylor,Taylor County Sheriff's Office,Gunshot
21,Male,Black,2014-05-02 00:00:00,Miami-Dade,Miami-Dade Police Department,Taser
28,Male,Black,2014-04-02 00:00:00,Palm Beach,Palm Beach County Sheriff's Office,Gunshot
39,Male,Pacific Islander,2014-04-02 00:00:00,Hawaii,Hawaii County Police Department,Taser
62,Female,Unknown race,2014-04-02 00:00:00,Alameda,Hayward Police Department,Gunshot
34,Male,Black,2014-04-02 00:00:00,Jefferson,Arvada Police Department,Gunshot
45,Male,Unknown race,2014-04-02 00:00:00,Philadelphia,Philadelphia Police Department,Gunshot
56,Male,Hispanic,2014-03-02 00:00:00,Cook,Chicago Police Department,Gunshot
21,Male,White,2014-01-02 00:00:00,Pierce,Pierce County Sheriff's Department Deputies,Gunshot
28,Male,White,2014-01-02 00:00:00,Clark,Las Vegas Metropolitan Police Department,Gunshot
25,Male,Black,2014-01-02 00:00:00,Cumberland,Hope Mills Police Department,Gunshot
27,Male,Hispanic,31/01/2014,Juab,Juab County Sheriff's Department Deputies,Gunshot
31,Male,Black,31/01/2014,Williamsburg,Kingstree Police Department,Gunshot
33,Male,Hispanic,31/01/2014,San Diego,San Diego County Sheriff's Department,Gunshot
36,Male,Hispanic,30/01/2014,Imperial,"U.S. Border Patrol and California Highway Patrol, El Centro Police Department",Gunshot
47,Male,White,30/01/2014,Los Angeles,Los Angeles County Sheriff's Department,Gunshot
19,Male,Black,29/01/2014,Milwaukee,Milwaukee Police Department,Gunshot
25,Male,Black,29/01/2014,Montgomery,Montgomery County Police Department,Gunshot
29,Male,Hispanic,29/01/2014,Beauregard,DeRidder Police Department,Gunshot
42,Male,White,29/01/2014,Logan,West Virginia State Police Department,Gunshot
21,Female,White,28/01/2014,New Hanover,Wilmington Police Department,Gunshot
28,Male,White,28/01/2014,DeKalb,DeKalb County Police Department,Gunshot
29,Male,Hispanic,28/01/2014,Woodbury,Sioux City Police Department,Gunshot
46,Male,Unknown race,28/01/2014,Passaic,Passaic Police Department,Gunshot
56,Male,Black,27/01/2014,Allegheny,Penn Hills Police Department,Gunshot
39,Male,Hispanic,27/01/2014,Riverside,Riverside County Sheriff's Department,Gunshot
45,Male,Unknown race,27/01/2014,Chesterfield,"Department of Probation, Parole and Pardon Services",Gunshot
21,Male,Black,26/01/2014,Adams,Federal Heights Police Department,Gunshot
27,Male,White,26/01/2014,San Diego,San Diego Police Department,Gunshot
35,Male,White,25/01/2014,Oklahoma,Oklahoma Highway Patrol,Gunshot
43,Male,Asian,25/01/2014,San Joaquin,Lodi Police Department,Gunshot
29,Male,White,24/01/2014,Sutter,Yuba City Police department,Gunshot
53,Male,White,24/01/2014,Cherokee,"South Carolina Highway Patrol, Gaffney Police department, Cherokee County Sheriff's Office",Gunshot
Unknown,Male,Black,23/01/2014,Harris,Houston Police Department,Gunshot
43,Male,White,22/01/2014,Hancock,Kentucky State Police Department,Gunshot
19,Male,Hispanic,21/01/2014,Alameda,California Highway Patrol,Gunshot
21,Male,Hispanic,21/01/2014,Alameda,California Highway Patrol,Gunshot
35,Male,White,21/01/2014,Sequatchie,Sequatchie Sheriff's Office,Gunshot
42,Male,White,21/01/2014,Alameda,Bay Area Rapid Transit Police Department,Gunshot
31,Male,Black,21/01/2014,Jefferson,Kenner Police Department,Gunshot
54,Male,White,20/01/2014,Marion,Indianapolis Metropolitan Police Department,Gunshot
61,Female,White,20/01/2014,Putnam,Putnam County Sheriff's Office,Gunshot
Unknown,Male,Unknown race,20/01/2014,Baldwin,Loxley Police Department,Gunshot
36,Male,White,20/01/2014,King,Seattle Police Department,Gunshot
41,Male,White,19/01/2014,Westmoreland,Pennsylvania State Police Department,Gunshot
23,Male,White,18/01/2014,Butler,Fairfield Township Police Department,Gunshot
31,Male,Hispanic,17/01/2014,Cochise,U.S. Border Patrol,Gunshot
19,Male,Black,16/01/2014,Carter,Ardmore Police Department,Gunshot
5,Female,White,16/01/2014,Utah,Lindon City Police Department,Gunshot
7,Male,White,16/01/2014,Utah,Lindon City Police Department,Gunshot
26,Male,Black,16/01/2014,Harris,Houston Police Department,Gunshot
32,Female,White,16/01/2014,Utah,Lindon City Police Department,Gunshot
55,Female,White,16/01/2014,Utah,Lindon City Police Department,Gunshot
28,Male,Unknown race,16/01/2014,Riverside,Lake Elsinore Police Department,Gunshot
22,Male,White,15/01/2014,Elkhart,Indiana State Police Department,Gunshot
75,Male,White,15/01/2014,Roscommon,Michigan State Police Department,Gunshot
30,Male,Black,14/01/2014,St. Lucie,Saint Lucie Sheriff's Department,Gunshot
68,Male,White,14/01/2014,Mason,Michigan State Police Department,Gunshot
40,Male,Hispanic,14/01/2014,Pinal,Pinal County Sheriff's Department,Gunshot
34,Male,White,14/01/2014,Denver,Denver Police Department,Gunshot
58,Male,Black,14/01/2014,Los Angeles,Los Angeles Police Department,Gunshot
24,Male,Unknown race,14/01/2014,Wood,Parkersburg Police Department,Gunshot
24,Male,Black,13/01/2014,Baltimore City,Baltimore Police Department,Gunshot
35,Male,White,2014-12-01 00:00:00,Maricopa,Scottsdale Police Department,Gunshot
32,Male,Hispanic,2014-12-01 00:00:00,San Bernardino,San Bernardino County Sheriff's Department,Gunshot
50,Male,Black,2014-10-01 00:00:00,Queens,New York Police Department,Gunshot
35,Male,White,2014-09-01 00:00:00,Craighead,Jonesboro Police Department,Gunshot
40,Male,Hispanic,2014-09-01 00:00:00,San Diego,San Diego Police Department,Gunshot
51,Male,Unknown race,2014-09-01 00:00:00,Bee,Bee County Police Department,Gunshot
Unknown,Male,White,2014-08-01 00:00:00,Orleans,New Orleans Police Department,Gunshot
40,Male,White,2014-07-01 00:00:00,Torrance,New Mexico State Police,Gunshot
47,Male,White,2014-07-01 00:00:00,Lake,Eustis Police Department,Gunshot
49,Male,White,2014-06-01 00:00:00,Harrison,Harrison County Sheriff's Office,Gunshot
30,Male,White,2014-05-01 00:00:00,Sarasota,Sarasota Police Department,Gunshot
18,Male,White,2014-05-01 00:00:00,Brunswick,Southport Police Department,Gunshot
29,Male,White,2014-04-01 00:00:00,Jefferson,Jefferson Parish Sheriff's Office,Gunshot
31,Male,Unknown race,2014-04-01 00:00:00,Passaic,Paterson Police Department,Gunshot
49,Male,White,2014-04-01 00:00:00,Cochise,Sierra Vista Police Department,Gunshot
66,Male,Hispanic,2014-04-01 00:00:00,Pueblo,Pueblo Police Department,Gunshot
30,Male,White,2014-04-01 00:00:00,Gwinnett,Gwinnett County Police Department,Gunshot
23,Male,Hispanic,2014-04-01 00:00:00,Yakima,Yakima Police Department,Gunshot
23,Male,White,2014-04-01 00:00:00,Jefferson,Arvada Police Department,Gunshot
21,Male,Black,2014-03-01 00:00:00,Oklahoma,Oklahoma City Police Department,Gunshot
25,Male,White,2014-03-01 00:00:00,Tarrant,Watauga Police Department,Gunshot
30,Male,White,2014-03-01 00:00:00,Yakima,"Yakima County Sheriff's Office, Yakima Police Department",Gunshot
35,Male,Hispanic,2014-03-01 00:00:00,Adams,Thornton Police Department,Gunshot
47,Male,White,2014-03-01 00:00:00,Franklin,Columbus Division of Police,Gunshot
33,Male,Black,2014-02-01 00:00:00,Okaloosa,Crestview Police Department,Gunshot
47,Male,White,2014-02-01 00:00:00,Dallas,Dallas Police Department,Gunshot
35,Male,White,2014-02-01 00:00:00,Medina,U.S. Border Patrol,Gunshot
33,Male,White,2014-01-01 00:00:00,Mayes,Mayes County Sheriff's Office,Gunshot
20,Male,Black,2014-01-01 00:00:00,Wayne,Redford Police Department,Gunshot
20,Male,Black,31/12/2013,Riverside,Riverside Police Department,Gunshot
34,Male,Black,31/12/2013,Franklin,Franklin County Sheriff's Office,Gunshot
54,Male,Unknown race,30/12/2013,Grant,Moses Lake Police Department,Gunshot
30,Male,Unknown race,29/12/2013,Miami,Troy Police Department,Gunshot
31,Female,White,29/12/2013,Kern,Kern County Sheriff's Office,Gunshot
44,Male,White,29/12/2013,Boulder,Boulder County Sheriff's Office,Gunshot
45,Male,Asian,29/12/2013,Kern,Bakersfield Police Department,Gunshot
51,Male,White,29/12/2013,Alleghany,Alleghany County Sheriff's Office,Gunshot
22,Male,Unknown race,29/12/2013,Lincoln,Ruston Police Departmen,Gunshot
34,Male,Black,29/12/2013,St. Martin,St. Martin Parish Sheriff's Office,Gunshot
43,Male,Black,29/12/2013,Dauphin,Harrisburg Police Department,Gunshot
24,Male,Black,28/12/2013,Putnam,Florida Highway Patrol,Gunshot
25,Male,Hispanic,28/12/2013,Maricopa,Phoenix Police Department,Gunshot
37,Male,Black,28/12/2013,Harris,Prairie View Police Department,Gunshot
30,Male,Unknown race,27/12/2013,Cobb,Cobb County Police Department,Gunshot
49,Male,White,27/12/2013,Tarrant,North Richland Hills Police Department,Gunshot
22,Male,Black,27/12/2013,Cleveland,Oklahoma Highway Patrol,Gunshot
19,Male,White,26/12/2013,Los Angeles,Torrance Police Department,Gunshot
44,Male,Black,26/12/2013,New York,New York Police Department,Gunshot
16,Male,White,25/12/2013,Tarrant,Grand Prairie Police Department,Gunshot
44,Male,Hispanic,24/12/2013,Nueces,Corpus Christi Police Department,Gunshot
17,Male,Unknown race,24/12/2013,Escambia,Pensacola Police Department,Gunshot
32,Male,White,23/12/2013,Pinal,Pinal County Sheriff's Office,Gunshot
24,Male,White,22/12/2013,Pitt,Greenville Police Department,Gunshot
18,Male,Native American,21/12/2013,Custer,Custer County Sheriff's Department,Gunshot
22,Male,White,21/12/2013,Lancaster,Lititz Borough Police Department,Gunshot
49,Female,Black,20/12/2013,Anderson,Anderson Police Department,Gunshot
33,Male,Black,19/12/2013,Russell,Phenix City Police Department,Gunshot
49,Male,White,18/12/2013,Marion,Indianapolis Metropolitan Police Department,Gunshot
29,Male,White,16/12/2013,Cook,Evanston Police Deparment,Gunshot
63,Male,White,16/12/2013,Brown,Green Bay Police Department,Gunshot
43,Male,Hispanic,14/12/2013,Honolulu,Honolulu Police Department,Gunshot
49,Male,Hispanic,14/12/2013,Mesa,Mesa County Sheriff's Office,Gunshot
58,Male,Unknown race,14/12/2013,Sussex,Milford Police Department,Gunshot
23,Male,White,13/12/2013,Clark,Clark County Sheriff's Office,Gunshot
41,Male,White,13/12/2013,Cook,Arlington Heights Police Department,Gunshot
43,Male,White,13/12/2013,Hartford,Farmington Police Department,Gunshot
51,Male,White,13/12/2013,Los Angeles,Los Angeles Police Department,Gunshot
50,Male,Black,2013-12-12 00:00:00,Franklin,Columbus Division of Police,Gunshot
61,Male,White,2013-12-12 00:00:00,York,Maine State Police Department,Gunshot
43,Male,White,2013-12-12 00:00:00,Douglas,Wenatchee Police Department,Gunshot
64,Male,White,2013-11-12 00:00:00,St. Johns,St. John's County Sheriff's Department,Gunshot
35,Female,White,2013-11-12 00:00:00,Pike,Ross County Sheriff's Department,Gunshot
27,Male,White,2013-10-12 00:00:00,Miami-Dade,Miami-Dade Police Department,Gunshot
50,Male,Hispanic,2013-10-12 00:00:00,Miami-Dade,Miami-Dade Police Department,Gunshot
43,Male,White,2013-10-12 00:00:00,Santa Clara,Santa Clara County Sheriff's Office,Gunshot
26,Male,White,2013-09-12 00:00:00,Allegheny,Monroeville Police Department,Gunshot
21,Male,Black,2013-08-12 00:00:00,Allegheny,Pennsylvania State Police Department,Gunshot
37,Male,White,2013-08-12 00:00:00,Bernalillo,Albuquerque Police Department,Gunshot
54,Male,Hispanic,2013-08-12 00:00:00,Miami-Dade,Miami-Dade Police Department,Gunshot
57,Male,Hispanic,2013-08-12 00:00:00,Miami-Dade,Miami Police Department,Gunshot
20,Male,Black,2013-07-12 00:00:00,Suffolk,Boston Police Department,Gunshot
23,Male,Black,2013-07-12 00:00:00,King,Tukwila Police Department,Gunshot
26,Male,White,2013-07-12 00:00:00,Clark,Las Vegas Metropolitan Police Department,Gunshot
33,Male,White,2013-07-12 00:00:00,Jackson,Missouri State Highway Patrol,Gunshot
23,Male,Black,2013-06-12 00:00:00,Jefferson,Pine Bluff Police Department,Gunshot
42,Male,White,2013-06-12 00:00:00,Maricopa,Phoenix Police Department,Gunshot
23,Male,White,2013-06-12 00:00:00,Bexar,University of the Incarnate Word Campus Police Department,Gunshot
43,Male,Unknown race,2013-05-12 00:00:00,San Joaquin,Stockton Police Department,Gunshot
49,Male,Unknown race,2013-05-12 00:00:00,Jackson,Independence Police Department,Gunshot
31,Male,Hispanic,2013-04-12 00:00:00,Middlesex,Perth Amboy Police Department,Gunshot
73,Male,Black,2013-04-12 00:00:00,Dallas,Selma Police Department,Gunshot
19,Male,Black,2013-03-12 00:00:00,District of Columbia,DC Metropolitan Police Department,Gunshot
38,Male,White,2013-03-12 00:00:00,Polk,Des Moines Police Department,Gunshot
22,Male,Black,2013-02-12 00:00:00,Franklin,Columbus Division of Police,Gunshot
46,Male,Unknown race,2013-02-12 00:00:00,Pima,Pima County Sheriff's Department,Gunshot
49,Male,White,2013-02-12 00:00:00,McMinn,Etowah Police Department,Gunshot
34,Male,White,2013-01-12 00:00:00,Bernalillo,Albuquerque Police Department,Gunshot
26,Male,White,2013-01-12 00:00:00,Jackson,Kansas City Police Department,Gunshot
33,Male,White,2013-01-12 00:00:00,Greene,Greene County Sheriff's Office,Gunshot
22,Male,White,29/11/2013,Hays,Hays County SWAT,Gunshot
23,Male,Hispanic,29/11/2013,Los Angeles,Asuza Police Department,Gunshot
51,Male,White,29/11/2013,King,Seattle Police Department,Gunshot
44,Male,White,28/11/2013,Brown,Brown County Sheriff's Department,Gunshot
48,Male,White,28/11/2013,Arapahoe,Adams County Sheriff's Office,Gunshot
61,Male,White,28/11/2013,Monroe,Key West Police Department,Asphyxiated
42,Male,Hispanic,28/11/2013,Santa Clara,San Jose Police Department,Gunshot
30,Male,Hispanic,27/11/2013,Oklahoma,Oklahoma City Police Department,Gunshot
28,Male,Black,27/11/2013,Madison,Madison County Sheriff's Office,Gunshot
38,Male,Black,26/11/2013,West Baton Rouge Parish,West Baton Rouge Parish Sheriff's Office,Taser
31,Male,White,26/11/2013,Orange,Orlando Police Department,Gunshot
23,Male,Black,25/11/2013,Fairfield,Bridgeport Police Department,Gunshot
26,Male,Black,25/11/2013,District of Columbia,DC Metropolitan Police Department,Gunshot
53,Male,Black,25/11/2013,Cobb,Cobb County Police Department,Gunshot
72,Male,Hispanic,25/11/2013,Los Angeles,Los Angeles Police Department,Gunshot
42,Male,White,24/11/2013,Boulder,Boulder Police Department,Gunshot
24,Male,Unknown race,23/11/2013,Los Angeles,South Gate Police Department,Gunshot
24,Male,White,23/11/2013,Tarrant,Fort Worth Police Department,Gunshot
18,Male,Hispanic,22/11/2013,Los Angeles,Los Angeles Police Department,Gunshot
26,Male,White,22/11/2013,Tarrant,Fort Worth Police Department,Gunshot
37,Male,Hispanic,22/11/2013,Riverside,Riverside Police Department,Gunshot
47,Male,Black,22/11/2013,Franklin,Columbus Division of Police,Gunshot
31,Male,White,22/11/2013,Deschutes,Bend Police Department,Gunshot
30,Male,White,22/11/2013,Whiteside,Illinois Department of Natural Resources Conservation Police,Gunshot
28,Male,White,21/11/2013,Middlesex,Middlesex County Special Operations Response Team,Gunshot
58,Male,White,21/11/2013,Putnam,Putnam County Sheriff's Office,Gunshot
20,Male,Black,20/11/2013,Pima,Pima County Sheriff's Department,Gunshot
25,Male,Black,20/11/2013,Orange,Middletown Police Department,Gunshot
44,Male,White,20/11/2013,Lane,Eugene Police Department,Gunshot
46,Male,Unknown race,20/11/2013,Bexar,San Antonio Police Department,Gunshot
19,Male,White,19/11/2013,Lynchburg City,Liberty University Police Department,Gunshot
44,Male,White,19/11/2013,Yavapai,Prescott Police Department,Gunshot
47,Male,White,19/11/2013,San Bernardino,San Bernardino County Sheriff's Department,Gunshot
58,Male,Unknown race,19/11/2013,Sonoma,Sonoma County Sheriff's Department,Gunshot
19,Male,Black,19/11/2013,Los Angeles,Long Beach Police Department,Gunshot
22,Male,Black,18/11/2013,Kings,New York Police Department,Gunshot
27,Male,Black,18/11/2013,Montgomery,Montgomery County Police Department,Gunshot
55,Male,White,18/11/2013,Palm Beach,Palm Beach County Sheriff's Office,Gunshot
